1718,114, wlan0_LBS1_NOISE_L, wlan0_LBS2_SIG_Q, wlan0_LBS2_SIG_L, wlan0_LBS2_NOISE_L, wlan0_LBS3_SIG_Q, wlan0_LBS3_SIG_L, wlan0_LBS3_NOISE_L, wlan0_LBS4_SIG_Q, wlan0_LBS4_SIG_L, wlan0_LBS4_NOISE_L, wlan0_NTU@1_SIG_Q, wlan0_NTU@1_SIG_L, wlan0_NTU@1_NOISE_L, wlan0_NTU@2_SIG_Q, wlan0_NTU@2_SIG_L, wlan0_NTU@2_NOISE_L, wlan0_NTU@3_SIG_Q, wlan0_NTU@3_SIG_L, wlan0_NTU@3_NOISE_L, wlan0_NTU@4_SIG_Q, wlan0_NTU@4_SIG_L, wlan0_NTU@4_NOISE_L, wlan0_ntu_peap@1_SIG_Q, wlan0_ntu_peap@1_SIG_L, wlan0_ntu_peap@1_NOISE_L, wlan0_ntu_peap@2_SIG_Q, wlan0_ntu_peap@2_SIG_L, wlan0_ntu_peap@2_NOISE_L, wlan0_ntu_peap@3_SIG_Q, wlan0_ntu_peap@3_SIG_L, wlan0_ntu_peap@3_NOISE_L, wlan0_eduroam@1_SIG_Q, wlan0_eduroam@1_SIG_L, wlan0_eduroam@1_NOISE_L, wlan0_eduroam@2_SIG_Q, wlan0_eduroam@2_SIG_L, wlan0_eduroam@2_NOISE_L, wlan0_eduroam@3_SIG_Q, wlan0_eduroam@3_SIG_L, wlan0_eduroam@3_NOISE_L, wlan0_MD402_1_SIG_Q, wlan0_MD402_1_SIG_L, wlan0_MD402_1_NOISE_L, wlan0_MD402-2_SIG_Q, wlan0_MD402-2_SIG_L, wlan0_MD402-2_NOISE_L, wlan0_NTUMOOC_SIG_Q, wlan0_NTUMOOC_SIG_L, wlan0_NTUMOOC_NOISE_L, wlan0_eslab-Dlink652_SIG_Q, wlan0_eslab-Dlink652_SIG_L, wlan0_eslab-Dlink652_NOISE_L, wlan0_DIRECT-32-HP M377 LaserJet_SIG_Q, wlan0_DIRECT-32-HP M377 LaserJet_SIG_L, wlan0_DIRECT-32-HP M377 LaserJet_NOISE_L, ra0_LBS1_SIG_Q, ra0_LBS1_SIG_L, ra0_LBS1_NOISE_L, ra0_LBS2_SIG_Q, ra0_LBS2_SIG_L, ra0_LBS2_NOISE_L, ra0_LBS3_SIG_Q, ra0_LBS3_SIG_L, ra0_LBS3_NOISE_L, ra0_LBS4_SIG_Q, ra0_LBS4_SIG_L, ra0_LBS4_NOISE_L, ra0_NTU@1_SIG_Q, ra0_NTU@1_SIG_L, ra0_NTU@1_NOISE_L, ra0_NTU@2_SIG_Q, ra0_NTU@2_SIG_L, ra0_NTU@2_NOISE_L, ra0_NTU@3_SIG_Q, ra0_NTU@3_SIG_L, ra0_NTU@3_NOISE_L, ra0_NTU@4_SIG_Q, ra0_NTU@4_SIG_L, ra0_NTU@4_NOISE_L, ra0_ntu_peap@1_SIG_Q, ra0_ntu_peap@1_SIG_L, ra0_ntu_peap@1_NOISE_L, ra0_ntu_peap@2_SIG_Q, ra0_ntu_peap@2_SIG_L, ra0_ntu_peap@2_NOISE_L, ra0_ntu_peap@3_SIG_Q, ra0_ntu_peap@3_SIG_L, ra0_ntu_peap@3_NOISE_L, ra0_eduroam@1_SIG_Q, ra0_eduroam@1_SIG_L, ra0_eduroam@1_NOISE_L, ra0_eduroam@2_SIG_Q, ra0_eduroam@2_SIG_L, ra0_eduroam@2_NOISE_L, ra0_eduroam@3_SIG_Q, ra0_eduroam@3_SIG_L, ra0_eduroam@3_NOISE_L, ra0_MD402_1_SIG_Q, ra0_MD402_1_SIG_L, ra0_MD402_1_NOISE_L, ra0_MD402-2_SIG_Q, ra0_MD402-2_SIG_L, ra0_MD402-2_NOISE_L, ra0_NTUMOOC_SIG_Q, ra0_NTUMOOC_SIG_L, ra0_NTUMOOC_NOISE_L, ra0_eslab-Dlink652_SIG_Q, ra0_eslab-Dlink652_SIG_L, ra0_eslab-Dlink652_NOISE_L, ra0_DIRECT-32-HP M377 LaserJet_SIG_Q, ra0_DIRECT-32-HP M377 LaserJet_SIG_L, ra0_DIRECT-32-HP M377 LaserJet_NOISE_L, Y
47,-63,0,60,-50,0,61,-49,0,56,-54,0,0,0,0,26,-84,0,0,0,0,43,-67,0,28,-82,0,36,-74,0,44,-66,0,47,-63,0,0,0,0,0,0,0,65,-45,0,50,-60,0,45,-65,0,40,-70,0,46,-64,0,76,-60,-92,91,-54,-92,100,-39,-92,96,-52,-92,42,-73,-68,39,-74,-69,50,-70,-92,94,-53,-92,70,-62,-92,60,-66,-92,91,-54,-92,86,-56,-92,0,0,0,60,-66,-92,100,-47,-92,100,-42,-92,81,-58,-92,68,-63,-92,63,-65,-92,9
49,-61,0,61,-49,0,65,-45,0,58,-52,0,0,0,0,26,-84,0,33,-77,0,48,-62,0,28,-82,0,33,-77,0,48,-62,0,47,-63,0,0,0,0,32,-78,0,70,-40,0,46,-64,0,49,-61,0,40,-70,0,43,-67,0,83,-57,-92,89,-55,-92,100,-40,-92,100,-50,-92,81,-58,-92,52,-69,-92,60,-66,-92,81,-58,-92,78,-59,-92,55,-68,-92,78,-59,-92,86,-56,-92,44,-72,-67,63,-65,-92,100,-47,-92,100,-42,-92,83,-57,-92,65,-64,-92,70,-62,-92,9
37,-73,0,62,-48,0,66,-44,0,53,-57,0,35,-75,0,0,0,0,34,-76,0,51,-59,0,37,-73,0,33,-77,0,51,-59,0,50,-60,0,0,0,0,32,-78,0,66,-44,0,46,-64,0,49,-61,0,49,-61,0,47,-63,0,78,-59,-92,68,-63,-92,100,-40,-92,100,-49,-92,78,-59,-92,52,-69,-92,60,-66,-92,89,-55,-92,73,-61,-92,47,-71,-66,86,-56,-92,83,-57,-92,44,-72,-67,57,-67,-92,100,-50,-92,100,-46,-92,83,-57,-92,70,-62,-92,70,-62,-92,9
48,-62,0,61,-49,0,64,-46,0,57,-53,0,35,-75,0,0,0,0,34,-76,0,45,-65,0,37,-73,0,36,-74,0,48,-62,0,49,-61,0,0,0,0,32,-78,0,67,-43,0,46,-64,0,40,-70,0,43,-67,0,47,-63,0,81,-58,-92,94,-53,-92,100,-41,-92,99,-51,-92,47,-71,-66,57,-67,-92,60,-66,-92,91,-54,-92,68,-63,-92,60,-66,-92,91,-54,-92,91,-54,-92,44,-72,-67,52,-69,-92,99,-51,-92,100,-43,-92,83,-57,-92,76,-60,-92,78,-59,-92,9
44,-66,0,61,-49,0,63,-47,0,57,-53,0,31,-79,0,20,-90,0,34,-76,0,49,-61,0,37,-73,0,36,-74,0,47,-63,0,41,-69,0,0,0,0,32,-78,0,68,-42,0,57,-53,0,40,-70,0,47,-63,0,42,-68,0,76,-60,-92,78,-59,-92,100,-39,-92,100,-50,-92,68,-63,-92,55,-68,-92,60,-66,-92,89,-55,-92,68,-63,-92,60,-66,-92,89,-55,-92,86,-56,-92,39,-74,-69,60,-66,-92,100,-47,-92,100,-43,-92,83,-57,-92,68,-63,-92,76,-60,-92,9
44,-66,0,63,-47,0,59,-51,0,54,-56,0,31,-79,0,32,-78,0,30,-80,0,43,-67,0,37,-73,0,36,-74,0,43,-67,0,44,-66,0,0,0,0,32,-78,0,64,-46,0,53,-57,0,44,-66,0,48,-62,0,32,-78,0,76,-60,-92,83,-57,-92,100,-40,-92,100,-49,-92,68,-63,-92,55,-68,-92,68,-63,-92,91,-54,-92,70,-62,-92,60,-66,-92,94,-53,-92,94,-53,-92,39,-74,-69,65,-64,-92,100,-49,-92,100,-48,-92,89,-55,-92,70,-62,-92,76,-60,-92,9
45,-65,0,59,-51,0,64,-46,0,58,-52,0,37,-73,0,32,-78,0,30,-80,0,44,-66,0,26,-84,0,36,-74,0,49,-61,0,47,-63,0,0,0,0,32,-78,0,68,-42,0,54,-56,0,42,-68,0,48,-62,0,51,-59,0,76,-60,-92,96,-52,-92,100,-39,-92,100,-50,-92,68,-63,-92,63,-65,-92,47,-71,-66,26,-79,-74,65,-64,-92,57,-67,-92,94,-53,-92,86,-56,-92,39,-74,-69,57,-67,-92,100,-46,-92,100,-42,-92,81,-58,-92,68,-63,-92,68,-63,-92,9
41,-69,0,62,-48,0,61,-49,0,57,-53,0,37,-73,0,32,-78,0,30,-80,0,44,-66,0,26,-84,0,36,-74,0,44,-66,0,47,-63,0,0,0,0,32,-78,0,66,-44,0,53,-57,0,42,-68,0,47,-63,0,51,-59,0,81,-58,-92,81,-58,-92,100,-41,-92,99,-51,-92,100,-49,-92,63,-65,-92,57,-67,-92,94,-53,-92,65,-64,-92,57,-67,-92,91,-54,-92,78,-59,-92,39,-74,-69,42,-73,-68,100,-47,-92,100,-42,-92,81,-58,-92,68,-63,-92,68,-63,-92,9
37,-73,0,58,-52,0,61,-49,0,46,-64,0,35,-75,0,25,-85,0,30,-80,0,44,-66,0,26,-84,0,36,-74,0,44,-66,0,47,-63,0,0,0,0,32,-78,0,67,-43,0,54,-56,0,46,-64,0,47,-63,0,35,-75,0,70,-62,-92,89,-55,-92,100,-40,-92,100,-50,-92,42,-73,-68,55,-68,-92,60,-66,-92,96,-52,-92,50,-70,-92,76,-60,-92,81,-58,-92,96,-52,-92,44,-72,-76,73,-61,-92,100,-46,-92,100,-45,-92,76,-60,-92,76,-60,-92,55,-68,-92,9
39,-71,0,63,-47,0,65,-45,0,58,-52,0,27,-83,0,25,-85,0,30,-80,0,46,-64,0,26,-84,0,36,-74,0,49,-61,0,52,-58,0,0,0,0,32,-78,0,69,-41,0,54,-56,0,45,-65,0,40,-70,0,43,-67,0,26,-79,-74,89,-55,-92,100,-41,-92,100,-50,-92,31,-77,-72,55,-68,-92,60,-66,-92,96,-52,-92,73,-61,-92,57,-67,-92,96,-52,-92,94,-53,-92,37,-75,-70,57,-67,-92,100,-47,-92,100,-45,-92,81,-58,-92,70,-62,-92,63,-65,-92,9
39,-71,0,60,-50,0,64,-46,0,57,-53,0,27,-83,0,25,-85,0,22,-88,0,47,-63,0,26,-84,0,36,-74,0,48,-62,0,52,-58,0,0,0,0,32,-78,0,65,-45,0,54,-56,0,42,-68,0,49,-61,0,43,-67,0,78,-59,-92,94,-53,-92,100,-40,-92,100,-49,-92,73,-61,-92,55,-68,-92,47,-71,-66,91,-54,-92,76,-60,-92,44,-72,-67,78,-59,-92,78,-59,-92,42,-73,-68,57,-67,-92,100,-46,-92,99,-51,-92,83,-57,-92,70,-62,-92,57,-67,-92,9
44,-66,0,61,-49,0,61,-49,0,57,-53,0,43,-67,0,27,-83,0,37,-73,0,45,-65,0,43,-67,0,36,-74,0,46,-64,0,45,-65,0,33,-77,0,32,-78,0,69,-41,0,51,-59,0,41,-69,0,39,-71,0,48,-62,0,78,-59,-92,86,-56,-92,100,-39,-92,99,-51,-92,31,-77,-72,55,-68,-92,44,-72,-67,86,-56,-92,31,-77,-72,44,-72,-67,86,-56,-92,83,-57,-92,42,-73,-68,44,-72,-67,100,-45,-92,100,-43,-92,78,-59,-92,76,-60,-92,70,-62,-92,9
42,-68,0,64,-46,0,63,-47,0,58,-52,0,43,-67,0,33,-77,0,36,-74,0,45,-65,0,43,-67,0,30,-80,0,51,-59,0,48,-62,0,33,-77,0,32,-78,0,68,-42,0,50,-60,0,43,-67,0,49,-61,0,47,-63,0,70,-62,-92,89,-55,-92,100,-40,-92,99,-51,-92,37,-75,-70,47,-71,-66,60,-66,-92,86,-56,-92,73,-61,-92,60,-66,-92,81,-58,-92,91,-54,-92,42,-73,-68,63,-65,-92,100,-46,-92,100,-43,-92,86,-56,-92,86,-56,-92,86,-56,-92,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-66,-92,96,-52,-92,100,-39,-92,100,-50,-92,73,-61,-92,47,-71,-66,44,-72,-76,86,-56,-92,73,-61,-92,57,-67,-92,86,-56,-92,81,-58,-92,42,-73,-68,57,-67,-92,100,-46,-92,100,-43,-92,83,-57,-92,73,-61,-92,55,-68,-92,9
50,-60,0,67,-43,0,60,-50,0,57,-53,0,37,-73,0,34,-76,0,33,-77,0,43,-67,0,38,-72,0,31,-79,0,47,-63,0,43,-67,0,33,-77,0,28,-82,0,68,-42,0,55,-55,0,47,-63,0,45,-65,0,47,-63,0,78,-59,-92,96,-52,-92,100,-39,-92,100,-48,-92,76,-60,-92,47,-71,-66,44,-72,-76,86,-56,-92,73,-61,-92,57,-67,-92,86,-56,-92,81,-58,-92,0,0,0,57,-67,-92,100,-43,-92,99,-51,-92,83,-57,-92,73,-61,-92,55,-68,-92,9
46,-64,0,64,-46,0,64,-46,0,61,-49,0,38,-72,0,32,-78,0,33,-77,0,42,-68,0,36,-74,0,31,-79,0,44,-66,0,48,-62,0,33,-77,0,28,-82,0,68,-42,0,55,-55,0,52,-58,0,45,-65,0,47,-63,0,78,-59,-92,76,-60,-92,100,-42,-92,100,-50,-92,76,-60,-92,44,-72,-67,63,-65,-92,83,-57,-92,78,-59,-92,63,-65,-92,94,-53,-92,76,-60,-92,0,0,0,65,-64,-92,100,-46,-92,100,-46,-92,83,-57,-92,70,-62,-92,55,-68,-92,9
42,-68,0,63,-47,0,61,-49,0,58,-52,0,36,-74,0,32,-78,0,33,-77,0,45,-65,0,32,-78,0,31,-79,0,43,-67,0,44,-66,0,33,-77,0,36,-74,0,64,-46,0,52,-58,0,50,-60,0,46,-64,0,45,-65,0,100,-49,-92,86,-56,-92,100,-41,-92,100,-50,-92,76,-60,-92,55,-68,-92,47,-71,-66,78,-59,-92,76,-60,-92,68,-63,-92,81,-58,-92,83,-57,-92,0,0,0,60,-66,-92,100,-42,-92,100,-43,-92,86,-56,-92,68,-63,-92,55,-68,-92,9
38,-72,0,63,-47,0,67,-43,0,58,-52,0,36,-74,0,32,-78,0,33,-77,0,46,-64,0,32,-78,0,31,-79,0,49,-61,0,47,-63,0,33,-77,0,36,-74,0,64,-46,0,52,-58,0,47,-63,0,46,-64,0,42,-68,0,76,-60,-92,100,-49,-92,100,-41,-92,100,-45,-92,76,-60,-92,65,-64,-92,70,-62,-92,73,-61,-92,76,-60,-92,63,-65,-92,86,-56,-92,73,-61,-92,0,0,0,44,-72,-67,100,-49,-92,100,-49,-92,78,-59,-92,68,-63,-92,55,-68,-92,9
42,-68,0,58,-52,0,65,-45,0,53,-57,0,46,-64,0,43,-67,0,37,-73,0,51,-59,0,47,-63,0,37,-73,0,51,-59,0,50,-60,0,0,0,0,36,-74,0,70,-37,0,52,-58,0,48,-62,0,48,-62,0,32,-78,0,89,-55,-92,89,-55,-92,100,-42,-92,100,-49,-92,52,-69,-92,52,-69,-92,47,-71,-66,91,-54,-92,73,-61,-92,44,-72,-67,94,-53,-92,78,-59,-92,37,-75,-70,44,-72,-67,100,-47,-92,100,-48,-92,86,-56,-92,68,-63,-92,55,-68,-92,10
45,-65,0,63,-47,0,67,-43,0,49,-61,0,31,-79,0,38,-72,0,34,-76,0,48,-62,0,30,-80,0,33,-77,0,47,-63,0,44,-66,0,0,0,0,0,0,0,69,-41,0,58,-52,0,45,-65,0,47,-63,0,35,-75,0,96,-52,-92,100,-42,-92,100,-37,-92,99,-51,-92,50,-70,-92,50,-70,-92,65,-64,-92,89,-55,-92,50,-70,-92,65,-64,-92,81,-58,-92,89,-55,-92,37,-75,-70,65,-64,-92,91,-54,-92,100,-43,-92,94,-53,-92,60,-66,-92,0,0,0,10
51,-59,0,60,-50,0,68,-42,0,49,-61,0,27,-83,0,39,-71,0,33,-77,0,57,-53,0,30,-80,0,38,-72,0,51,-59,0,53,-57,0,0,0,0,37,-73,0,70,-35,0,60,-50,0,48,-62,0,48,-62,0,31,-79,0,96,-52,-92,100,-43,-92,100,-36,-92,91,-54,-92,52,-69,-92,52,-69,-92,63,-65,-92,89,-55,-92,52,-69,-92,60,-66,-92,86,-56,-92,83,-57,-92,37,-75,-70,65,-64,-92,91,-54,-92,100,-40,-92,91,-54,-92,60,-66,-92,76,-60,-92,10
52,-58,0,62,-48,0,61,-49,0,53,-57,0,41,-69,0,40,-70,0,37,-73,0,47,-63,0,42,-68,0,37,-73,0,49,-61,0,51,-59,0,0,0,0,37,-73,0,70,-38,0,59,-51,0,49,-61,0,40,-70,0,31,-79,0,81,-58,-92,100,-44,-92,100,-39,-92,94,-53,-92,86,-56,-92,52,-69,-92,63,-65,-92,81,-58,-92,86,-56,-92,63,-65,-92,91,-54,-92,89,-55,-92,50,-70,-92,65,-64,-92,100,-48,-92,100,-41,-92,86,-56,-92,70,-62,-92,70,-62,-92,10
53,-57,0,61,-49,0,64,-46,0,62,-48,0,40,-70,0,37,-73,0,31,-79,0,49,-61,0,41,-69,0,37,-73,0,49,-61,0,50,-60,0,0,0,0,37,-73,0,68,-42,0,51,-59,0,47,-63,0,46,-64,0,31,-79,0,73,-61,-92,100,-44,-92,100,-36,-92,29,-78,-73,57,-67,-92,52,-69,-92,55,-68,-92,81,-58,-92,57,-67,-92,55,-68,-92,91,-54,-92,83,-57,-92,50,-70,-92,60,-66,-92,100,-50,-92,100,-41,-92,91,-54,-92,70,-62,-92,65,-64,-92,10
51,-59,0,62,-48,0,65,-45,0,54,-56,0,26,-84,0,40,-70,0,31,-79,0,50,-60,0,41,-69,0,35,-75,0,51,-59,0,50,-60,0,0,0,0,30,-80,0,70,-38,0,58,-52,0,48,-62,0,45,-65,0,31,-79,0,65,-64,-92,100,-44,-92,100,-36,-92,96,-52,-92,81,-58,-92,52,-69,-92,65,-64,-92,94,-53,-92,81,-58,-92,73,-61,-92,91,-54,-92,94,-53,-92,50,-70,-92,63,-65,-92,96,-52,-92,100,-41,-92,94,-53,-92,65,-64,-92,65,-64,-92,10
52,-58,0,60,-50,0,63,-47,0,54,-56,0,32,-78,0,36,-74,0,31,-79,0,49,-61,0,41,-69,0,35,-75,0,50,-60,0,49,-61,0,0,0,0,30,-80,0,70,-39,0,46,-64,0,48,-62,0,46,-64,0,31,-79,0,65,-64,-92,100,-42,-92,100,-38,-92,100,-49,-92,57,-67,-92,50,-70,-92,60,-66,-92,89,-55,-92,86,-56,-92,70,-62,-92,86,-56,-92,91,-54,-92,50,-70,-92,63,-65,-92,100,-47,-92,100,-40,-92,94,-53,-92,63,-65,-92,65,-64,-92,10
45,-65,0,60,-50,0,66,-44,0,55,-55,0,42,-68,0,36,-74,0,31,-79,0,46,-64,0,41,-69,0,35,-75,0,48,-62,0,47,-63,0,0,0,0,30,-80,0,70,-38,0,58,-52,0,45,-65,0,46,-64,0,31,-79,0,70,-62,-92,100,-44,-92,100,-37,-92,99,-51,-92,44,-72,-67,50,-70,-92,63,-65,-92,86,-56,-92,70,-62,-92,55,-68,-92,83,-57,-92,86,-56,-92,50,-70,-92,60,-66,-92,100,-47,-92,100,-42,-92,91,-54,-92,73,-61,-92,55,-68,-92,10
47,-63,0,60,-50,0,68,-42,0,53,-57,0,42,-68,0,36,-74,0,31,-79,0,46,-64,0,41,-69,0,35,-75,0,49,-61,0,48,-62,0,0,0,0,35,-75,0,70,-39,0,60,-50,0,45,-65,0,43,-67,0,31,-79,0,70,-62,-92,100,-42,-92,100,-36,-92,94,-53,-92,42,-73,-68,52,-69,-92,86,-56,-92,81,-58,-92,73,-61,-92,52,-69,-92,83,-57,-92,89,-55,-92,0,0,0,55,-68,-92,94,-53,-92,100,-42,-92,91,-54,-92,73,-61,-92,55,-68,-92,10
49,-61,0,60,-50,0,66,-44,0,53,-57,0,43,-67,0,36,-74,0,31,-79,0,46,-64,0,44,-66,0,35,-75,0,47,-63,0,52,-58,0,0,0,0,35,-75,0,70,-35,0,60,-50,0,47,-63,0,43,-67,0,31,-79,0,68,-63,-92,100,-44,-92,100,-37,-92,96,-52,-92,70,-62,-92,52,-69,-92,60,-66,-92,86,-56,-92,44,-72,-67,60,-66,-92,86,-56,-92,89,-55,-92,31,-77,-72,68,-63,-92,100,-47,-92,100,-46,-92,96,-52,-92,68,-63,-92,57,-67,-92,10
47,-63,0,61,-49,0,63,-47,0,55,-55,0,35,-75,0,41,-69,0,28,-82,0,48,-62,0,44,-66,0,36,-74,0,45,-65,0,44,-66,0,0,0,0,35,-75,0,68,-42,0,47,-63,0,45,-65,0,43,-67,0,37,-73,0,76,-60,-92,100,-44,-92,100,-38,-92,94,-53,-92,65,-64,-92,55,-68,-92,57,-67,-92,99,-51,-92,63,-65,-92,60,-66,-92,81,-58,-92,83,-57,-92,31,-77,-72,65,-64,-92,100,-43,-92,100,-39,-92,94,-53,-92,63,-65,-92,57,-67,-92,10
46,-64,0,62,-48,0,69,-41,0,55,-55,0,35,-75,0,39,-71,0,31,-79,0,45,-65,0,37,-73,0,36,-74,0,47,-63,0,46,-64,0,0,0,0,34,-76,0,70,-38,0,47,-63,0,46,-64,0,48,-62,0,37,-73,0,76,-60,-92,100,-42,-92,100,-38,-92,99,-51,-92,42,-73,-68,55,-68,-92,63,-65,-92,100,-49,-92,65,-64,-92,63,-65,-92,100,-49,-92,89,-55,-92,31,-77,-72,55,-68,-92,100,-42,-92,100,-43,-92,91,-54,-92,60,-66,-92,65,-64,-92,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,-57,-92,100,-44,-92,100,-38,-92,99,-51,-92,42,-73,-68,52,-69,-92,65,-64,-92,94,-53,-92,65,-64,-92,57,-67,-92,94,-53,-92,86,-56,-92,31,-77,-72,57,-67,-92,100,-42,-92,100,-47,-92,94,-53,-92,60,-66,-92,55,-68,-92,10
51,-59,0,62,-48,0,64,-46,0,51,-59,0,43,-67,0,42,-68,0,37,-73,0,50,-60,0,41,-69,0,37,-73,0,49,-61,0,50,-60,0,0,0,0,35,-75,0,70,-35,0,60,-50,0,46,-64,0,45,-65,0,29,-81,0,68,-63,-92,100,-44,-92,100,-38,-92,94,-53,-92,73,-61,-92,52,-69,-92,65,-64,-92,94,-53,-92,52,-69,-92,57,-67,-92,94,-53,-92,86,-56,-92,26,-79,-74,57,-67,-92,100,-43,-92,100,-41,-92,94,-53,-92,60,-66,-92,55,-68,-92,10
45,-65,0,58,-52,0,67,-43,0,53,-57,0,35,-75,0,35,-75,0,33,-77,0,48,-62,0,31,-79,0,35,-75,0,47,-63,0,49,-61,0,0,0,0,33,-77,0,70,-36,0,60,-50,0,47,-63,0,46,-64,0,29,-81,0,81,-58,-92,100,-43,-92,100,-37,-92,99,-51,-92,78,-59,-92,57,-67,-92,65,-64,-92,73,-61,-92,42,-73,-68,57,-67,-92,86,-56,-92,86,-56,-92,50,-70,-92,63,-65,-92,100,-44,-92,100,-44,-92,89,-55,-92,60,-66,-92,50,-70,-92,10
44,-66,0,60,-50,0,67,-43,0,52,-58,0,46,-64,0,35,-75,0,33,-77,0,49,-61,0,46,-64,0,36,-74,0,48,-62,0,47,-63,0,0,0,0,33,-77,0,70,-37,0,65,-45,0,47,-63,0,40,-70,0,29,-81,0,73,-61,-92,100,-43,-92,100,-37,-92,99,-51,-92,55,-68,-92,50,-70,-92,60,-66,-92,73,-61,-92,52,-69,-92,68,-63,-92,76,-60,-92,76,-60,-92,47,-71,-66,63,-65,-92,100,-46,-92,100,-44,-92,86,-56,-92,65,-64,-92,50,-70,-92,10
50,-60,0,59,-51,0,63,-47,0,54,-56,0,41,-69,0,39,-71,0,34,-76,0,49,-61,0,40,-70,0,36,-74,0,49,-61,0,50,-60,0,0,0,0,33,-77,0,70,-38,0,61,-49,0,50,-60,0,40,-70,0,29,-81,0,73,-61,-92,100,-43,-92,100,-38,-92,100,-49,-92,78,-59,-92,50,-70,-92,68,-63,-92,89,-55,-92,81,-58,-92,60,-66,-92,89,-55,-92,89,-55,-92,47,-71,-66,63,-65,-92,100,-46,-92,100,-41,-92,89,-55,-92,65,-64,-92,50,-70,-92,10
48,-62,0,60,-50,0,67,-43,0,55,-55,0,31,-79,0,40,-70,0,33,-77,0,49,-61,0,33,-77,0,36,-74,0,48,-62,0,51,-59,0,0,0,0,39,-71,0,70,-39,0,61,-49,0,49,-61,0,47,-63,0,32,-78,0,86,-56,-92,100,-41,-92,100,-37,-92,100,-45,-92,52,-69,-92,50,-70,-92,57,-67,-92,91,-54,-92,50,-70,-92,65,-64,-92,100,-49,-92,100,-49,-92,29,-78,-73,60,-66,-92,100,-47,-92,100,-42,-92,86,-56,-92,60,-66,-92,52,-69,-92,10
47,-63,0,67,-43,0,67,-43,0,55,-55,0,31,-79,0,36,-74,0,33,-77,0,53,-57,0,46,-64,0,38,-72,0,50,-60,0,53,-57,0,0,0,0,36,-74,0,70,-38,0,64,-46,0,50,-60,0,44,-66,0,36,-74,0,86,-56,-92,100,-42,-92,100,-39,-92,100,-50,-92,47,-71,-66,47,-71,-66,57,-67,-92,89,-55,-92,94,-53,-92,55,-68,-92,94,-53,-92,91,-54,-92,29,-78,-73,57,-67,-92,96,-52,-92,100,-44,-92,81,-58,-92,63,-65,-92,52,-69,-92,10
49,-61,0,63,-47,0,67,-43,0,52,-58,0,41,-69,0,40,-70,0,37,-73,0,44,-66,0,41,-69,0,38,-72,0,45,-65,0,46,-64,0,0,0,0,36,-74,0,70,-38,0,65,-45,0,46,-64,0,45,-65,0,36,-74,0,70,-62,-92,100,-43,-92,100,-36,-92,89,-55,-92,44,-72,-67,50,-70,-92,57,-67,-92,83,-57,-92,44,-72,-67,55,-68,-92,81,-58,-92,86,-56,-92,52,-69,-92,57,-67,-92,100,-50,-92,100,-46,-92,83,-57,-92,50,-70,-92,60,-66,-92,10
58,-52,0,61,-49,0,59,-51,0,52,-58,0,41,-69,0,40,-70,0,37,-73,0,41,-69,0,41,-69,0,38,-72,0,45,-65,0,46,-64,0,0,0,0,36,-74,0,66,-44,0,61,-49,0,56,-54,0,40,-70,0,39,-71,0,100,-49,-92,100,-45,-92,100,-36,-92,83,-57,-92,83,-57,-92,50,-70,-92,55,-68,-92,73,-61,-92,42,-73,-68,60,-66,-92,73,-61,-92,73,-61,-92,47,-71,-66,70,-62,-92,100,-46,-92,100,-39,-92,91,-54,-92,83,-57,-92,60,-66,-92,11
56,-54,0,63,-47,0,59,-51,0,55,-55,0,40,-70,0,33,-77,0,38,-72,0,41,-69,0,37,-73,0,38,-72,0,48,-62,0,49,-61,0,29,-81,0,32,-78,0,68,-42,0,58,-52,0,56,-54,0,40,-70,0,39,-71,0,100,-48,-92,96,-52,-92,100,-42,-92,100,-49,-92,73,-61,-92,70,-62,-92,39,-74,-69,96,-52,-92,70,-62,-92,63,-65,-92,96,-52,-92,99,-51,-92,44,-72,-67,63,-65,-92,100,-47,-92,99,-51,-92,94,-53,-92,65,-64,-92,73,-61,-92,11
57,-53,0,63,-47,0,57,-53,0,52,-58,0,49,-61,0,33,-77,0,38,-72,0,41,-69,0,48,-62,0,36,-74,0,48,-62,0,43,-67,0,29,-81,0,39,-71,0,65,-45,0,59,-51,0,54,-56,0,40,-70,0,41,-69,0,100,-49,-92,100,-46,-92,100,-41,-92,100,-50,-92,50,-70,-92,63,-65,-92,60,-66,-92,76,-60,-92,50,-70,-92,68,-63,-92,76,-60,-92,73,-61,-92,37,-75,-70,29,-78,-73,94,-53,-92,96,-52,-92,96,-52,-92,60,-66,-92,65,-64,-92,11
